date,compute_type,customer_segment,compute_hours
2024-05-11,GPU Training,Startup,2205
2024-05-11,GPU Training,Research/Academic,2393
2024-05-11,GPU Inference,Enterprise,8599
2024-05-11,GPU Inference,Mid-Market,4332
2024-05-11,GPU Inference,Startup,3226
2024-05-11,GPU Inference,Research/Academic,899
2024-05-11,CPU Batch,Enterprise,4584
2024-05-11,CPU Batch,Mid-Market,2526
2024-05-11,CPU Batch,Startup,687
2024-05-11,CPU Batch,Research/Academic,1096
2024-05-11,CPU Interactive,Enterprise,2763
2024-05-11,CPU Interactive,Mid-Market,1306
2024-05-11,CPU Interactive,Startup,879
2024-05-11,CPU Interactive,Research/Academic,1517
2024-05-12,GPU Training,Enterprise,12735
2024-05-12,GPU Training,Mid-Market,4352
2024-05-12,GPU Training,Startup,1996
2024-05-12,GPU Training,Research/Academic,2601
2024-05-12,GPU Inference,Enterprise,8114
2024-05-12,GPU Inference,Mid-Market,3763
2024-05-12,GPU Inference,Startup,2329
2024-05-12,GPU Inference,Research/Academic,868
2024-05-12,CPU Batch,Enterprise,3884
2024-05-12,CPU Batch,Mid-Market,2068
2024-05-12,CPU Batch,Startup,434
2024-05-12,CPU Batch,Research/Academic,997
2024-05-12,CPU Interactive,Enterprise,2220
2024-05-12,CPU Interactive,Mid-Market,1291
2024-05-12,CPU Interactive,Startup,714
2024-05-12,CPU Interactive,Research/Academic,1305
2024-05-13,GPU Training,Enterprise,18545
2024-05-13,GPU Training,Mid-Market,5854
2024-05-13,GPU Training,Startup,3064
2024-05-13,GPU Training,Research/Academic,3470
2024-05-13,GPU Inference,Enterprise,13250
2024-05-13,GPU Inference,Mid-Market,5507
2024-05-13,GPU Inference,Startup,4468
2024-05-13,GPU Inference,Research/Academic,1286
2024-05-13,CPU Batch,Enterprise,6426
2024-05-13,CPU Batch,Mid-Market,3279
2024-05-13,CPU Batch,Startup,964
2024-05-13,CPU Batch,Research/Academic,1551
2024-05-13,CPU Interactive,Enterprise,4696
2024-05-13,CPU Interactive,Mid-Market,2598
2024-05-13,CPU Interactive,Startup,1346
2024-05-13,CPU Interactive,Research/Academic,2470
2024-05-14,GPU Training,Enterprise,17042
2024-05-14,GPU Training,Mid-Market,7231
2024-05-14,GPU Training,Startup,2880
2024-05-14,GPU Training,Research/Academic,3775
2024-05-14,GPU Inference,Enterprise,12983
2024-05-14,GPU Inference,Mid-Market,5762
2024-05-14,GPU Inference,Startup,4514
2024-05-14,GPU Inference,Research/Academic,1399
2024-05-14,CPU Batch,Enterprise,7185
2024-05-14,CPU Batch,Mid-Market,4152
2024-05-14,CPU Batch,Startup,876
2024-05-14,CPU Batch,Research/Academic,1497
2024-05-14,CPU Interactive,Enterprise,4761
2024-05-14,CPU Interactive,Mid-Market,2868
2024-05-14,CPU Interactive,Startup,1853
2024-05-14,CPU Interactive,Research/Academic,2799
2024-05-15,GPU Training,Enterprise,18950
2024-05-15,GPU Training,Mid-Market,6212
2024-05-15,GPU Training,Startup,3240
2024-05-15,GPU Training,Research/Academic,3693
2024-05-15,GPU Inference,Enterprise,13959
2024-05-15,GPU Inference,Mid-Market,6194
2024-05-15,GPU Inference,Startup,4278
2024-05-15,GPU Inference,Research/Academic,1441
2024-05-15,CPU Batch,Enterprise,7084
2024-05-15,CPU Batch,Mid-Market,3842
2024-05-15,CPU Batch,Startup,1231
2024-05-15,CPU Batch,Research/Academic,1752
2024-05-15,CPU Interactive,Enterprise,5283
2024-05-15,CPU Interactive,Mid-Market,2622
2024-05-15,CPU Interactive,Startup,1559
2024-05-15,CPU Interactive,Research/Academic,3093
2024-05-16,GPU Training,Enterprise,19065
2024-05-16,GPU Training,Mid-Market,5960
2024-05-16,GPU Training,Startup,2803
2024-05-16,GPU Training,Research/Academic,3782
2024-05-16,GPU Inference,Enterprise,13835
2024-05-16,GPU Inference,Mid-Market,6594
2024-05-16,GPU Inference,Startup,4644
2024-05-16,GPU Inference,Research/Academic,1640
2024-05-16,CPU Batch,Enterprise,7158
2024-05-16,CPU Batch,Mid-Market,3656
2024-05-16,CPU Batch,Startup,903
2024-05-16,CPU Batch,Research/Academic,1673
2024-05-16,CPU Interactive,Enterprise,5258
2024-05-16,CPU Interactive,Mid-Market,2482
2024-05-16,CPU Interactive,Startup,1634
2024-05-16,CPU Interactive,Research/Academic,2937
2024-05-17,GPU Training,Enterprise,18389
2024-05-17,GPU Training,Mid-Market,6496
2024-05-17,GPU Training,Startup,2599
2024-05-17,GPU Training,Research/Academic,3774
2024-05-17,GPU Inference,Enterprise,13384
2024-05-17,GPU Inference,Mid-Market,4644
2024-05-17,GPU Inference,Startup,3952
2024-05-17,GPU Inference,Research/Academic,1528
2024-05-17,CPU Batch,Enterprise,6440
2024-05-17,CPU Batch,Mid-Market,3563
2024-05-17,CPU Batch,Startup,1189
2024-05-17,CPU Batch,Research/Academic,1530
2024-05-17,CPU Interactive,Enterprise,4801
2024-05-17,CPU Interactive,Mid-Market,2278
2024-05-17,CPU Interactive,Startup,1937
2024-05-17,CPU Interactive,Research/Academic,2734
2024-05-18,GPU Training,Enterprise,13816
2024-05-18,GPU Training,Mid-Market,5274
2024-05-18,GPU Training,Startup,2301
2024-05-18,GPU Training,Research/Academic,2583
2024-05-18,GPU Inference,Enterprise,9193
2024-05-18,GPU Inference,Mid-Market,4114
2024-05-18,GPU Inference,Startup,2722
2024-05-18,GPU Inference,Research/Academic,827
2024-05-18,CPU Batch,Enterprise,4584
2024-05-18,CPU Batch,Mid-Market,2126
2024-05-18,CPU Batch,Startup,796
2024-05-18,CPU Batch,Research/Academic,1099
2024-05-18,CPU Interactive,Enterprise,2558
2024-05-18,CPU Interactive,Mid-Market,1313
2024-05-18,CPU Interactive,Startup,702
2024-05-18,CPU Interactive,Research/Academic,1393
2024-05-19,GPU Training,Enterprise,13474
2024-05-19,GPU Training,Mid-Market,5262
2024-05-19,GPU Training,Startup,2177
2024-05-19,GPU Training,Research/Academic,2579
2024-05-19,GPU Inference,Enterprise,8381
2024-05-19,GPU Inference,Mid-Market,3360
2024-05-19,GPU Inference,Startup,3398
2024-05-19,GPU Inference,Research/Academic,872
2024-05-19,CPU Batch,Enterprise,4286
2024-05-19,CPU Batch,Mid-Market,2229
2024-05-19,CPU Batch,Startup,456
2024-05-19,CPU Batch,Research/Academic,881
2024-05-19,CPU Interactive,Enterprise,2227
2024-05-19,CPU Interactive,Mid-Market,1183
2024-05-19,CPU Interactive,Startup,754
2024-05-19,CPU Interactive,Research/Academic,1666
2024-05-20,GPU Training,Enterprise,16534
2024-05-20,GPU Training,Mid-Market,6103
2024-05-20,GPU Training,Startup,2868
2024-05-20,GPU Training,Research/Academic,3464
2024-05-20,GPU Inference,Enterprise,13190
2024-05-20,GPU Inference,Mid-Market,5145
2024-05-20,GPU Inference,Startup,4143
2024-05-20,GPU Inference,Research/Academic,1419
2024-05-20,CPU Batch,Enterprise,6785
2024-05-20,CPU Batch,Mid-Market,3578
2024-05-20,CPU Batch,Startup,1133
2024-05-20,CPU Batch,Research/Academic,1703
2024-05-20,CPU Interactive,Enterprise,4591
2024-05-20,CPU Interactive,Mid-Market,2193
2024-05-20,CPU Interactive,Startup,1415
2024-05-20,CPU Interactive,Research/Academic,2577
2024-05-21,GPU Training,Enterprise,18321
2024-05-21,GPU Training,Mid-Market,6105
2024-05-21,GPU Training,Startup,2503
2024-05-21,GPU Training,Research/Academic,3309
2024-05-21,GPU Inference,Enterprise,12922
2024-05-21,GPU Inference,Mid-Market,5725
2024-05-21,GPU Inference,Startup,3607
2024-05-21,GPU Inference,Research/Academic,1321
2024-05-21,CPU Batch,Enterprise,6788
2024-05-21,CPU Batch,Mid-Market,3224
2024-05-21,CPU Batch,Startup,1031
2024-05-21,CPU Batch,Research/Academic,1725
2024-05-21,CPU Interactive,Enterprise,4838
2024-05-21,CPU Interactive,Mid-Market,2495
2024-05-21,CPU Interactive,Startup,1753
2024-05-21,CPU Interactive,Research/Academic,2675
2024-05-22,GPU Training,Enterprise,18428
2024-05-22,GPU Training,Mid-Market,7197
2024-05-22,GPU Training,Startup,3266
2024-05-22,GPU Training,Research/Academic,4001
2024-05-22,GPU Inference,Enterprise,14750
2024-05-22,GPU Inference,Mid-Market,5220
2024-05-22,GPU Inference,Startup,5217
2024-05-22,GPU Inference,Research/Academic,1520
2024-05-22,CPU Batch,Enterprise,7388
2024-05-22,CPU Batch,Mid-Market,3743
2024-05-22,CPU Batch,Startup,1019
2024-05-22,CPU Batch,Research/Academic,1636
2024-05-22,CPU Interactive,Enterprise,5207
2024-05-22,CPU Interactive,Mid-Market,2611
2024-05-22,CPU Interactive,Startup,1893
2024-05-22,CPU Interactive,Research/Academic,2588
2024-05-23,GPU Training,Enterprise,18619
2024-05-23,GPU Training,Mid-Market,7644
2024-05-23,GPU Training,Startup,2728
2024-05-23,GPU Training,Research/Academic,3742
2024-05-23,GPU Inference,Enterprise,13736
2024-05-23,GPU Inference,Mid-Market,6146
2024-05-23,GPU Inference,Startup,4067
2024-05-23,GPU Inference,Research/Academic,1451
2024-05-23,CPU Batch,Enterprise,7342
2024-05-23,CPU Batch,Mid-Market,3470
2024-05-23,CPU Batch,Startup,1114
2024-05-23,CPU Batch,Research/Academic,1787
2024-05-23,CPU Interactive,Enterprise,5498
2024-05-23,CPU Interactive,Mid-Market,2769
2024-05-23,CPU Interactive,Startup,2586
2024-05-23,CPU Interactive,Research/Academic,3283
2024-05-24,GPU Training,Enterprise,18413
2024-05-24,GPU Training,Mid-Market,5953
2024-05-24,GPU Training,Startup,2778
2024-05-24,GPU Training,Research/Academic,4082
2024-05-24,GPU Inference,Enterprise,14547
2024-05-24,GPU Inference,Mid-Market,6358
2024-05-24,GPU Inference,Startup,4665
2024-05-24,GPU Inference,Research/Academic,1271
2024-05-24,CPU Batch,Enterprise,7037
2024-05-24,CPU Batch,Mid-Market,3249
2024-05-24,CPU Batch,Startup,825
2024-05-24,CPU Batch,Research/Academic,1658
2024-05-24,CPU Interactive,Enterprise,4916
2024-05-24,CPU Interactive,Mid-Market,2668
2024-05-24,CPU Interactive,Startup,1700
2024-05-24,CPU Interactive,Research/Academic,2875
2024-05-25,GPU Training,Enterprise,13322
2024-05-25,GPU Training,Mid-Market,4791
2024-05-25,GPU Training,Startup,1789
2024-05-25,GPU Training,Research/Academic,2364
2024-05-25,GPU Inference,Enterprise,9793
2024-05-25,GPU Inference,Mid-Market,3807
2024-05-25,GPU Inference,Startup,3302
2024-05-25,GPU Inference,Research/Academic,1074
2024-05-25,CPU Batch,Enterprise,4490
2024-05-25,CPU Batch,Mid-Market,2463
2024-05-25,CPU Batch,Startup,608
2024-05-25,CPU Batch,Research/Academic,936
2024-05-25,CPU Interactive,Enterprise,2674
2024-05-25,CPU Interactive,Mid-Market,1340
2024-05-25,CPU Interactive,Startup,840
2024-05-25,CPU Interactive,Research/Academic,1783
2024-05-26,GPU Training,Enterprise,12230
2024-05-26,GPU Training,Mid-Market,4652
2024-05-26,GPU Training,Startup,1786
2024-05-26,GPU Training,Research/Academic,2799
2024-05-26,GPU Inference,Enterprise,8696
2024-05-26,GPU Inference,Mid-Market,3726
2024-05-26,GPU Inference,Startup,2401
2024-05-26,GPU Inference,Research/Academic,835
2024-05-26,CPU Batch,Enterprise,4095
2024-05-26,CPU Batch,Mid-Market,2294
2024-05-26,CPU Batch,Startup,598
2024-05-26,CPU Batch,Research/Academic,865
2024-05-26,CPU Interactive,Enterprise,2326
2024-05-26,CPU Interactive,Mid-Market,1415
2024-05-26,CPU Interactive,Startup,773
2024-05-26,CPU Interactive,Research/Academic,1475
2024-05-27,GPU Training,Enterprise,9262
2024-05-27,GPU Training,Mid-Market,3616
2024-05-27,GPU Training,Startup,2170
2024-05-27,GPU Training,Research/Academic,1791
2024-05-27,GPU Inference,Enterprise,7059
2024-05-27,GPU Inference,Mid-Market,3169
2024-05-27,GPU Inference,Startup,3501
2024-05-27,GPU Inference,Research/Academic,751
2024-05-27,CPU Batch,Enterprise,3921
2024-05-27,CPU Batch,Mid-Market,2346
2024-05-27,CPU Batch,Startup,731
2024-05-27,CPU Batch,Research/Academic,771
2024-05-27,CPU Interactive,Enterprise,2665
2024-05-27,CPU Interactive,Mid-Market,1507
2024-05-27,CPU Interactive,Startup,1019
2024-05-27,CPU Interactive,Research/Academic,1208
2024-05-28,GPU Training,Enterprise,18587
2024-05-28,GPU Training,Mid-Market,6274
2024-05-28,GPU Training,Startup,2815
2024-05-28,GPU Training,Research/Academic,3972
2024-05-28,GPU Inference,Enterprise,14340
2024-05-28,GPU Inference,Mid-Market,6451
2024-05-28,GPU Inference,Startup,3459
2024-05-28,GPU Inference,Research/Academic,1464
2024-05-28,CPU Batch,Enterprise,7104
2024-05-28,CPU Batch,Mid-Market,3189
2024-05-28,CPU Batch,Startup,913
2024-05-28,CPU Batch,Research/Academic,1521
2024-05-28,CPU Interactive,Enterprise,4964
2024-05-28,CPU Interactive,Mid-Market,2894
2024-05-28,CPU Interactive,Startup,2106
2024-05-28,CPU Interactive,Research/Academic,2657
2024-05-29,GPU Training,Enterprise,19513
2024-05-29,GPU Training,Mid-Market,6926
2024-05-29,GPU Training,Startup,3103
2024-05-29,GPU Training,Research/Academic,3944
2024-05-29,GPU Inference,Enterprise,14499
2024-05-29,GPU Inference,Mid-Market,6813
2024-05-29,GPU Inference,Startup,5130
2024-05-29,GPU Inference,Research/Academic,1357
2024-05-29,CPU Batch,Enterprise,7339
2024-05-29,CPU Batch,Mid-Market,3887
2024-05-29,CPU Batch,Startup,1056
2024-05-29,CPU Batch,Research/Academic,1833
2024-05-29,CPU Interactive,Enterprise,5185
2024-05-29,CPU Interactive,Mid-Market,2717
2024-05-29,CPU Interactive,Startup,1740
2024-05-29,CPU Interactive,Research/Academic,2502
2024-05-30,GPU Training,Enterprise,19058
2024-05-30,GPU Training,Mid-Market,6362
2024-05-30,GPU Training,Startup,2572
2024-05-30,GPU Training,Research/Academic,4285
2024-05-30,GPU Inference,Enterprise,14632
2024-05-30,GPU Inference,Mid-Market,6050
2024-05-30,GPU Inference,Startup,4208
2024-05-30,GPU Inference,Research/Academic,1513
2024-05-30,CPU Batch,Enterprise,7398
2024-05-30,CPU Batch,Mid-Market,3448
2024-05-30,CPU Batch,Startup,1017
2024-05-30,CPU Batch,Research/Academic,1795
2024-05-30,CPU Interactive,Enterprise,4892
2024-05-30,CPU Interactive,Mid-Market,2741
2024-05-30,CPU Interactive,Startup,1673
2024-05-30,CPU Interactive,Research/Academic,2988
2024-05-31,GPU Training,Enterprise,17900
2024-05-31,GPU Training,Mid-Market,6431
2024-05-31,GPU Training,Startup,3570
2024-05-31,GPU Training,Research/Academic,3555
2024-05-31,GPU Inference,Enterprise,13851
2024-05-31,GPU Inference,Mid-Market,6658
2024-05-31,GPU Inference,Startup,4028
2024-05-31,GPU Inference,Research/Academic,1630
2024-05-31,CPU Batch,Enterprise,6917
2024-05-31,CPU Batch,Mid-Market,4025
2024-05-31,CPU Batch,Startup,1083
2024-05-31,CPU Batch,Research/Academic,1668
2024-05-31,CPU Interactive,Enterprise,4816
2024-05-31,CPU Interactive,Mid-Market,2407
2024-05-31,CPU Interactive,Startup,1624
2024-05-31,CPU Interactive,Research/Academic,2963
2024-06-01,GPU Training,Enterprise,14752
2024-06-01,GPU Training,Mid-Market,5035
2024-06-01,GPU Training,Startup,2224
2024-06-01,GPU Training,Research/Academic,3190
2024-06-01,GPU Inference,Enterprise,10666
2024-06-01,GPU Inference,Mid-Market,4101
2024-06-01,GPU Inference,Startup,2948
2024-06-01,GPU Inference,Research/Academic,1077
2024-06-01,CPU Batch,Enterprise,5196
2024-06-01,CPU Batch,Mid-Market,2721
2024-06-01,CPU Batch,Startup,602
2024-06-01,CPU Batch,Research/Academic,1126
2024-06-01,CPU Interactive,Enterprise,2725
2024-06-01,CPU Interactive,Mid-Market,1446
2024-06-01,CPU Interactive,Startup,1143
2024-06-01,CPU Interactive,Research/Academic,1441
2024-06-02,GPU Training,Enterprise,12978
2024-06-02,GPU Training,Mid-Market,4559
2024-06-02,GPU Training,Startup,2226
2024-06-02,GPU Training,Research/Academic,2904
2024-06-02,GPU Inference,Enterprise,9340
2024-06-02,GPU Inference,Mid-Market,4218
2024-06-02,GPU Inference,Startup,2338
2024-06-02,GPU Inference,Research/Academic,1038
2024-06-02,CPU Batch,Enterprise,4139
2024-06-02,CPU Batch,Mid-Market,2267
2024-06-02,CPU Batch,Startup,512
2024-06-02,CPU Batch,Research/Academic,987
2024-06-02,CPU Interactive,Enterprise,2462
2024-06-02,CPU Interactive,Mid-Market,1378
2024-06-02,CPU Interactive,Startup,673
2024-06-02,CPU Interactive,Research/Academic,1396
2024-06-03,GPU Training,Enterprise,17690
2024-06-03,GPU Training,Mid-Market,6679
2024-06-03,GPU Training,Startup,3152
2024-06-03,GPU Training,Research/Academic,4085
2024-06-03,GPU Inference,Enterprise,13837
2024-06-03,GPU Inference,Mid-Market,6386
2024-06-03,GPU Inference,Startup,5244
2024-06-03,GPU Inference,Research/Academic,1273
2024-06-03,CPU Batch,Enterprise,7303
2024-06-03,CPU Batch,Mid-Market,3917
2024-06-03,CPU Batch,Startup,989
2024-06-03,CPU Batch,Research/Academic,1522
2024-06-03,CPU Interactive,Enterprise,5068
2024-06-03,CPU Interactive,Mid-Market,2338
2024-06-03,CPU Interactive,Startup,1594
2024-06-03,CPU Interactive,Research/Academic,2777
2024-06-04,GPU Training,Enterprise,19976
2024-06-04,GPU Training,Mid-Market,6484
2024-06-04,GPU Training,Startup,2781
2024-06-04,GPU Training,Research/Academic,3901
2024-06-04,GPU Inference,Enterprise,15469
2024-06-04,GPU Inference,Mid-Market,7385
2024-06-04,GPU Inference,Startup,3910
2024-06-04,GPU Inference,Research/Academic,1564
2024-06-04,CPU Batch,Enterprise,7026
2024-06-04,CPU Batch,Mid-Market,4050
2024-06-04,CPU Batch,Startup,939
2024-06-04,CPU Batch,Research/Academic,1635
2024-06-04,CPU Interactive,Enterprise,5150
2024-06-04,CPU Interactive,Mid-Market,2733
2024-06-04,CPU Interactive,Startup,1830
2024-06-04,CPU Interactive,Research/Academic,3127
2024-06-05,GPU Training,Enterprise,20346
2024-06-05,GPU Training,Mid-Market,6473
2024-06-05,GPU Training,Startup,3455
2024-06-05,GPU Training,Research/Academic,4039
2024-06-05,GPU Inference,Enterprise,16028
2024-06-05,GPU Inference,Mid-Market,6168
2024-06-05,GPU Inference,Startup,3984
2024-06-05,GPU Inference,Research/Academic,1565
2024-06-05,CPU Batch,Enterprise,7952
2024-06-05,CPU Batch,Mid-Market,3925
2024-06-05,CPU Batch,Startup,1056
2024-06-05,CPU Batch,Research/Academic,1656
2024-06-05,CPU Interactive,Enterprise,5869
2024-06-05,CPU Interactive,Mid-Market,2652
2024-06-05,CPU Interactive,Startup,1674
2024-06-05,CPU Interactive,Research/Academic,3266
2024-06-06,GPU Training,Enterprise,18908
2024-06-06,GPU Training,Mid-Market,7774
2024-06-06,GPU Training,Startup,3417
2024-06-06,GPU Training,Research/Academic,4360
2024-06-06,GPU Inference,Enterprise,15663
2024-06-06,GPU Inference,Mid-Market,6418
2024-06-06,GPU Inference,Startup,4258
2024-06-06,GPU Inference,Research/Academic,1553
2024-06-06,CPU Batch,Enterprise,7263
2024-06-06,CPU Batch,Mid-Market,4017
2024-06-06,CPU Batch,Startup,1192
2024-06-06,CPU Batch,Research/Academic,1998
2024-06-06,CPU Interactive,Enterprise,5704
2024-06-06,CPU Interactive,Mid-Market,3124
2024-06-06,CPU Interactive,Startup,1811
2024-06-06,CPU Interactive,Research/Academic,3084
2024-06-07,GPU Training,Enterprise,19825
2024-06-07,GPU Training,Mid-Market,6612
2024-06-07,GPU Training,Startup,3129
2024-06-07,GPU Training,Research/Academic,3558
2024-06-07,GPU Inference,Enterprise,14117
2024-06-07,GPU Inference,Mid-Market,6481
2024-06-07,GPU Inference,Startup,5142
2024-06-07,GPU Inference,Research/Academic,1384
2024-06-07,CPU Batch,Enterprise,7544
2024-06-07,CPU Batch,Mid-Market,3637
2024-06-07,CPU Batch,Startup,1055
2024-06-07,CPU Batch,Research/Academic,1934
2024-06-07,CPU Interactive,Enterprise,5302
2024-06-07,CPU Interactive,Mid-Market,2829
2024-06-07,CPU Interactive,Startup,2156
2024-06-07,CPU Interactive,Research/Academic,2766
2024-06-08,GPU Training,Enterprise,14258
2024-06-08,GPU Training,Mid-Market,4925
2024-06-08,GPU Training,Startup,2242
2024-06-08,GPU Training,Research/Academic,2445
2024-06-08,GPU Inference,Enterprise,10149
2024-06-08,GPU Inference,Mid-Market,4177
2024-06-08,GPU Inference,Startup,3557
2024-06-08,GPU Inference,Research/Academic,1078
2024-06-08,CPU Batch,Enterprise,4781
2024-06-08,CPU Batch,Mid-Market,2624
2024-06-08,CPU Batch,Startup,766
2024-06-08,CPU Batch,Research/Academic,1083
2024-06-08,CPU Interactive,Enterprise,2781
2024-06-08,CPU Interactive,Mid-Market,1265
2024-06-08,CPU Interactive,Startup,832
2024-06-08,CPU Interactive,Research/Academic,1524
2024-06-09,GPU Training,Enterprise,13955
2024-06-09,GPU Training,Mid-Market,4550
2024-06-09,GPU Training,Startup,2040
2024-06-09,GPU Training,Research/Academic,2510
2024-06-09,GPU Inference,Enterprise,9313
2024-06-09,GPU Inference,Mid-Market,4042
2024-06-09,GPU Inference,Startup,3073
2024-06-09,GPU Inference,Research/Academic,947
2024-06-09,CPU Batch,Enterprise,3948
2024-06-09,CPU Batch,Mid-Market,2067
2024-06-09,CPU Batch,Startup,573
2024-06-09,CPU Batch,Research/Academic,956
2024-06-09,CPU Interactive,Enterprise,2454
2024-06-09,CPU Interactive,Mid-Market,1409
2024-06-09,CPU Interactive,Startup,902
2024-06-09,CPU Interactive,Research/Academic,1288
2024-06-10,GPU Training,Enterprise,19075
2024-06-10,GPU Training,Mid-Market,6784
2024-06-10,GPU Training,Startup,2629
2024-06-10,GPU Training,Research/Academic,3951
2024-06-10,GPU Inference,Enterprise,14154
2024-06-10,GPU Inference,Mid-Market,5476
2024-06-10,GPU Inference,Startup,4767
2024-06-10,GPU Inference,Research/Academic,1482
2024-06-10,CPU Batch,Enterprise,7076
2024-06-10,CPU Batch,Mid-Market,3662
2024-06-10,CPU Batch,Startup,939
2024-06-10,CPU Batch,Research/Academic,1762
2024-06-10,CPU Interactive,Enterprise,4886
2024-06-10,CPU Interactive,Mid-Market,2582
2024-06-10,CPU Interactive,Startup,1709
2024-06-10,CPU Interactive,Research/Academic,2542
2024-06-11,GPU Training,Enterprise,18821
2024-06-11,GPU Training,Mid-Market,5840
2024-06-11,GPU Training,Startup,3258
2024-06-11,GPU Training,Research/Academic,3519
2024-06-11,GPU Inference,Enterprise,15053
2024-06-11,GPU Inference,Mid-Market,6522
2024-06-11,GPU Inference,Startup,5104
2024-06-11,GPU Inference,Research/Academic,1389
2024-06-11,CPU Batch,Enterprise,7333
2024-06-11,CPU Batch,Mid-Market,4250
2024-06-11,CPU Batch,Startup,1295
2024-06-11,CPU Batch,Research/Academic,1869
2024-06-11,CPU Interactive,Enterprise,5360
2024-06-11,CPU Interactive,Mid-Market,2570
2024-06-11,CPU Interactive,Startup,1928
2024-06-11,CPU Interactive,Research/Academic,2974
2024-06-12,GPU Training,Enterprise,20913
2024-06-12,GPU Training,Mid-Market,6839
2024-06-12,GPU Training,Startup,3128
2024-06-12,GPU Training,Research/Academic,4117
2024-06-12,GPU Inference,Enterprise,15571
2024-06-12,GPU Inference,Mid-Market,6776
2024-06-12,GPU Inference,Startup,4565
2024-06-12,GPU Inference,Research/Academic,1413
2024-06-12,CPU Batch,Enterprise,8073
2024-06-12,CPU Batch,Mid-Market,4631
2024-06-12,CPU Batch,Startup,1145
2024-06-12,CPU Batch,Research/Academic,1598
2024-06-12,CPU Interactive,Enterprise,5320
2024-06-12,CPU Interactive,Mid-Market,2965
2024-06-12,CPU Interactive,Startup,2157
2024-06-12,CPU Interactive,Research/Academic,2835
2024-06-13,GPU Training,Enterprise,20362
2024-06-13,GPU Training,Mid-Market,7254
2024-06-13,GPU Training,Startup,3547
2024-06-13,GPU Training,Research/Academic,3954
2024-06-13,GPU Inference,Enterprise,14500
2024-06-13,GPU Inference,Mid-Market,6847
2024-06-13,GPU Inference,Startup,5611
2024-06-13,GPU Inference,Research/Academic,1564
2024-06-13,CPU Batch,Enterprise,7690
2024-06-13,CPU Batch,Mid-Market,3765
2024-06-13,CPU Batch,Startup,981
2024-06-13,CPU Batch,Research/Academic,1929
2024-06-13,CPU Interactive,Enterprise,5724
2024-06-13,CPU Interactive,Mid-Market,3042
2024-06-13,CPU Interactive,Startup,2259
2024-06-13,CPU Interactive,Research/Academic,2948
2024-06-14,GPU Training,Enterprise,19120
2024-06-14,GPU Training,Mid-Market,6912
2024-06-14,GPU Training,Startup,2855
2024-06-14,GPU Training,Research/Academic,4131
2024-06-14,GPU Inference,Enterprise,14627
2024-06-14,GPU Inference,Mid-Market,5840
2024-06-14,GPU Inference,Startup,4722
2024-06-14,GPU Inference,Research/Academic,1523
2024-06-14,CPU Batch,Enterprise,7639
2024-06-14,CPU Batch,Mid-Market,3891
2024-06-14,CPU Batch,Startup,1116
2024-06-14,CPU Batch,Research/Academic,1773
2024-06-14,CPU Interactive,Enterprise,5109
2024-06-14,CPU Interactive,Mid-Market,2554
2024-06-14,CPU Interactive,Startup,1785
2024-06-14,CPU Interactive,Research/Academic,2852
2024-06-15,GPU Training,Enterprise,15945
2024-06-15,GPU Training,Mid-Market,5726
2024-06-15,GPU Training,Startup,2515
2024-06-15,GPU Training,Research/Academic,3048
2024-06-15,GPU Inference,Enterprise,10277
2024-06-15,GPU Inference,Mid-Market,4012
2024-06-15,GPU Inference,Startup,3197
2024-06-15,GPU Inference,Research/Academic,1059
2024-06-15,CPU Batch,Enterprise,4952
2024-06-15,CPU Batch,Mid-Market,2609
2024-06-15,CPU Batch,Startup,787
2024-06-15,CPU Batch,Research/Academic,1090
2024-06-15,CPU Interactive,Enterprise,2768
2024-06-15,CPU Interactive,Mid-Market,1643
2024-06-15,CPU Interactive,Startup,1045
2024-06-15,CPU Interactive,Research/Academic,1569
2024-06-16,GPU Training,Enterprise,13921
2024-06-16,GPU Training,Mid-Market,4856
2024-06-16,GPU Training,Startup,2196
2024-06-16,GPU Training,Research/Academic,2880
2024-06-16,GPU Inference,Enterprise,10315
2024-06-16,GPU Inference,Mid-Market,4015
2024-06-16,GPU Inference,Startup,3213
2024-06-16,GPU Inference,Research/Academic,829
2024-06-16,CPU Batch,Enterprise,4126
2024-06-16,CPU Batch,Mid-Market,2359
2024-06-16,CPU Batch,Startup,634
2024-06-16,CPU Batch,Research/Academic,695
2024-06-16,CPU Interactive,Enterprise,2521
2024-06-16,CPU Interactive,Mid-Market,1464
2024-06-16,CPU Interactive,Startup,647
2024-06-16,CPU Interactive,Research/Academic,1576
2024-06-17,GPU Training,Enterprise,16697
2024-06-17,GPU Training,Mid-Market,6971
2024-06-17,GPU Training,Startup,2917
2024-06-17,GPU Training,Research/Academic,3064
2024-06-17,GPU Inference,Enterprise,14614
2024-06-17,GPU Inference,Mid-Market,6616
2024-06-17,GPU Inference,Startup,4779
2024-06-17,GPU Inference,Research/Academic,1530
2024-06-17,CPU Batch,Enterprise,7037
2024-06-17,CPU Batch,Mid-Market,3231
2024-06-17,CPU Batch,Startup,1116
2024-06-17,CPU Batch,Research/Academic,1931
2024-06-17,CPU Interactive,Enterprise,5136
2024-06-17,CPU Interactive,Mid-Market,2229
2024-06-17,CPU Interactive,Startup,1372
2024-06-17,CPU Interactive,Research/Academic,2609
2024-06-18,GPU Training,Enterprise,18391
2024-06-18,GPU Training,Mid-Market,6881
2024-06-18,GPU Training,Startup,3219
2024-06-18,GPU Training,Research/Academic,3464
